FIPS,selection_ratio,ci,urban_code,incidents,frequency,black,white,bwratio,year,cat,slci,selection_ratio_log10
29186,48.93758607964237,,6,39,"14,942",847.0,103747.0,0.008,2017,Low confidence,48.938 ± nan,1.6896425433127376
29189,17.36554504332056,7.195875469166347,2,181,"794,327",25290970.5,75588558.5,0.335,2017,S>5,17.366 ± 7.196,1.2396884188354793
30001,14.0742614318203,16.141042242468252,6,9,"7,947",94.5,23748.0,0.004,2017,Low confidence,14.074 ± 16.141,1.1484256138607987
30003,26.83458676564472,31.65649004321252,6,3,"3,518",183.0,20928.0,0.009,2017,Low confidence,26.835 ± 31.656,1.428694911835387
30005,9.303119467282992,11.261885934232826,6,5,"2,701",93.0,16116.0,0.006,2017,Low confidence,9.303 ± 11.262,0.9686285980448779
30007,14.613500387166162,17.7252082925077,6,5,"4,981",55.0,9908.0,0.006,2017,Low confidence,14.614 ± 17.725,1.1647542554106032
30009,4.44078256478492,4.672274668182024,4,31,"9,173",252.5,45615.0,0.006,2017,Low confidence,4.441 ± 4.672,0.6474595092182907
30013,4.555832983107495,3.4681787653764,4,64,"62,620",10003.5,553576.5,0.018,2017,S>1,4.556 ± 3.468,0.6585677944579096
30015,26.015950720928345,34.2721235161844,6,2,"3,861",32.0,15414.0,0.002,2017,Low confidence,26.016 ± 34.272,1.415239701279858
30017,5.028258033635296,5.3079835559018544,6,29,"9,531",240.0,47415.0,0.005,2017,Low confidence,5.028 ± 5.308,0.7014175561476839
30021,4.028722900202506,4.235511815034554,6,31,"7,239",182.5,36015.0,0.005,2017,Low confidence,4.029 ± 4.236,0.6051673971844688
30023,2.97031080981639,3.0759445457585555,6,45,"7,690",112.5,22957.5,0.005,2017,Low confidence,2.97 ± 3.076,0.47280189575684295
30025,9.23242436991996,11.169056666447313,6,5,"2,341",19.5,7003.5,0.003,2017,Low confidence,9.232 ± 11.169,0.9653157586884689
30027,8.639668061839455,7.450213390528244,6,32,"9,299",112.0,37084.0,0.003,2017,S>1,8.64 ± 7.45,0.9364970570991789
30029,4.499164003862393,3.3627500246695528,5,253,"81,286",2080.0,648208.0,0.003,2017,S>1,4.499 ± 3.363,0.6531318243890087
30031,11.344474991926292,4.865383690912783,5,213,"89,060",4290.0,975370.0,0.004,2017,S>5,11.344 ± 4.865,1.054784402082105
30035,8.202543982772255,7.676260171706119,6,13,"3,689",137.5,18307.5,0.008,2017,Low confidence,8.203 ± 7.676,0.9139485677900667
30037,6.921706311443522,9.468920965799056,4,1,675,4.5,671.0,0.007,2017,Low confidence,6.922 ± 9.469,0.8402131681991722
30039,23.99195233792117,32.8975436674266,6,1,"2,924",45.0,8727.0,0.005,2017,Low confidence,23.992 ± 32.898,1.3800655899889502
30041,11.428669210986628,,6,50,"9,945",402.5,69212.5,0.006,2017,Low confidence,11.429 ± nan,1.0579956627685836
30043,9.080974571154623,9.821692858664443,5,19,"9,941",130.0,39636.0,0.003,2017,Low confidence,9.081 ± 9.822,0.9581324595521642
30045,17.11278496168828,23.45249713816013,6,1,"1,655",1.0,1654.0,0.001,2017,Low confidence,17.113 ± 23.452,1.2333206930636456
30047,3.4204092251559173,3.188501623769114,6,78,"18,098",708.0,107883.0,0.007,2017,Low confidence,3.42 ± 3.189,0.5340780690956062
30049,9.454887548914812,7.19459951726906,5,88,"54,913",4522.0,1038825.0,0.004,2017,S>2,9.455 ± 7.195,0.9756563679588269
30053,7.493511498670232,6.822410935416046,6,50,"16,482",222.0,65708.0,0.003,2017,Low confidence,7.494 ± 6.822,0.8746853780629698
30055,9.716367499862342,12.7714356728237,6,2,"1,406",16.0,2797.0,0.006,2017,Low confidence,9.716 ± 12.771,0.9875039326608781
30057,11.711195495515735,10.900188885535725,6,17,"7,213",65.0,14362.0,0.005,2017,Low confidence,11.711 ± 10.9,1.0686012307345776
30059,7.429497506334507,9.173089387750654,6,4,"1,554",10.0,3098.0,0.003,2017,Low confidence,7.429 ± 9.173,0.8709594412698696
30063,10.066258245648244,5.181681292371463,4,171,"95,182",4581.0,852057.0,0.005,2017,S>2,10.066 ± 5.182,1.0028680678474662
30065,9.760331828141076,11.616139734239397,6,6,"3,844",57.0,7632.0,0.007,2017,Low confidence,9.76 ± 11.616,0.9894645829003869
30067,10.025996953691273,9.17422529828173,6,34,"13,922",93.0,27752.0,0.003,2017,Low confidence,10.026 ± 9.174,1.0011275683205945
30071,8.688420140148256,10.04125329178052,6,8,"3,001",6.0,5997.0,0.001,2017,Low confidence,8.688 ± 10.041,0.9389408136416737
30073,24.127615314631218,31.787789154707088,6,2,"4,214",58.5,12583.5,0.005,2017,Low confidence,24.128 ± 31.788,1.3825143999495955
30077,7.137839295096024,7.159564574059334,6,15,"5,671",219.0,16795.5,0.013,2017,Low confidence,7.138 ± 7.16,0.8535667658053119
30079,9.6002772440898,13.143845231255687,6,1,917,4.0,1831.0,0.002,2017,Low confidence,9.6 ± 13.144,0.9822837751062081
30081,5.614065048794407,5.251806864471439,6,85,"35,874",687.5,178685.0,0.004,2017,Low confidence,5.614 ± 5.252,0.7492774403911884
30083,4.747014678340375,4.333208624327883,6,42,"8,601",159.0,25645.5,0.006,2017,Low confidence,4.747 ± 4.333,0.676420574611213
30085,8.877750466588646,10.5608505752464,6,6,"3,390",182.0,23548.0,0.008,2017,Low confidence,8.878 ± 10.561,0.9483029338289493
30087,12.14393968488682,11.51204904361447,6,11,"4,575",127.5,22750.0,0.006,2017,Low confidence,12.144 ± 11.512,1.0843596015532266
30089,9.158929758362143,9.905156065806818,6,19,"9,582",114.0,38216.0,0.003,2017,Low confidence,9.159 ± 9.905,0.9618447283411
30091,7.281594561176922,5.04097736557501,6,14,"2,814",22.0,5606.0,0.004,2017,S>2,7.282 ± 5.041,0.8622264937759558
30093,6.832776437340686,4.536691660032783,5,92,"28,406",752.0,112872.0,0.007,2017,S>2,6.833 ± 4.537,0.8345972112074425
30095,5.78583286338453,6.126342669520235,6,27,"7,829",69.0,23418.0,0.003,2017,Low confidence,5.786 ± 6.126,0.7623658839337712
30097,8.97288388195459,10.507035076349217,6,7,"3,065",18.0,6112.0,0.003,2017,Low confidence,8.973 ± 10.507,0.952932047584629
30099,21.29815250275843,26.40824426362491,6,4,"4,824",25.5,14446.5,0.002,2017,Low confidence,21.298 ± 26.408,1.3283419324220054
30101,6.962751465266128,6.8882144672071774,6,13,"3,841",186.0,15178.0,0.012,2017,Low confidence,6.963 ± 6.888,0.8427808933531094
30105,3.658112793273447,3.8305756659440138,6,33,"5,557",122.5,38780.0,0.003,2017,Low confidence,3.658 ± 3.831,0.5632570922669817
30107,10.95412476118415,14.406279727508949,6,2,"1,670",33.0,4977.0,0.007,2017,Low confidence,10.954 ± 14.406,1.0395776829854333
30111,10.950532680514542,2.3365767721476565,4,441,"123,643",13573.0,1717429.0,0.008,2017,S>5,10.951 ± 2.337,1.0394352456219185
31001,7.51147189614365,2.909619738257042,5,128,"25,733",826.5,76372.5,0.011,2017,S>2,7.511 ± 2.91,0.8757250466897688
31011,33.692293902311455,46.20929210865096,6,1,"4,385",117.0,26196.0,0.004,2017,Low confidence,33.692 ± 46.209,1.5275305804439148
31013,10.090951403863867,8.281843429356183,6,23,"8,363",347.5,41470.0,0.008,2017,S>1,10.091 ± 8.282,1.0039321146976818
31019,3.427252532245677,2.7056019105235323,5,94,"39,791",3936.0,314392.0,0.013,2017,Low confidence,3.427 ± 2.706,0.5349461059822853
31023,3.9128812693919865,,6,98,"6,679",111.0,19927.5,0.006,2017,Low confidence,3.913 ± nan,0.5924966700754302
31025,11.971197328679333,7.310281791090212,3,57,"21,178",567.5,105325.0,0.005,2017,S>2,11.971 ± 7.31,1.0781375896071952
31031,11.42247339179488,9.54223238659463,6,13,"4,449",48.0,13299.0,0.004,2017,S>1,11.422 ± 9.542,1.0577601550569073
31033,6.11439109371548,,6,86,"7,805",152.0,31070.0,0.005,2017,Low confidence,6.114 ± nan,0.7863532139796
31037,1.816389010019172,2.0312145695883945,6,12,"8,014",2325.0,37747.5,0.062,2017,Low confidence,1.816 ± 2.031,0.2592088655574531
31039,14.130710479135008,16.203020619968573,6,9,"7,351",147.0,43962.0,0.003,2017,Low confidence,14.131 ± 16.203,1.1501639983249015
31041,8.165493067381247,8.97614099135721,6,15,"8,950",432.0,71172.0,0.006,2017,Low confidence,8.165 ± 8.976,0.9119824144220459
31043,2.171585546123398,1.5366113749384114,4,56,"14,433",2776.0,54956.0,0.051,2017,Low confidence,2.172 ± 1.537,0.33677694236854705
31045,7.254793220425863,3.1374885326508424,6,47,"7,172",933.0,42102.0,0.022,2017,S>2,7.255 ± 3.137,0.8606250384818439
31047,0.9324733783538844,0.4322548562565867,5,226,"18,428",5565.0,86575.0,0.064,2017,Low confidence,0.932 ± 0.432,-0.0303635582313874
31049,14.05978565937636,,6,4,"1,541",7.5,4617.0,0.002,2017,Low confidence,14.06 ± nan,1.147978699939876
31051,10.268428342489669,12.043434635247811,4,7,"4,642",150.0,23062.5,0.007,2017,Low confidence,10.268 ± 12.043,1.0115039767601737
31053,6.270200578141646,2.334354201573604,5,163,"29,570",3565.0,292140.0,0.012,2017,S>2,6.27 ± 2.334,0.7972814337472726
31055,1.2134382937360275,0.9189730078283324,3,42,"426,547",1148378.5,8662214.0,0.133,2017,Low confidence,1.213 ± 0.919,0.08401769630757482
31065,3.1313450780520533,3.293210970252608,6,29,"4,002",84.0,23931.0,0.004,2017,Low confidence,3.131 ± 3.293,0.4957309300365413
31067,7.518598003270913,,5,140,"17,870",470.0,71010.0,0.007,2017,Low confidence,7.519 ± nan,0.8761368650319896
31073,10.80771967894641,14.214073461623167,5,2,"1,685",25.0,3345.0,0.007,2017,Low confidence,10.808 ± 14.214,1.03373407181472
31079,2.445111963484797,0.6363353196900878,4,466,"47,277",8853.0,274809.0,0.032,2017,S>1,2.445 ± 0.636,0.38829875058042224
31081,9.60864536721512,5.520653155501326,4,32,"7,594",88.5,22693.5,0.004,2017,S>2,9.609 ± 5.521,0.9826621648785712
31083,11.854634507545711,14.354673169899772,6,5,"2,878",10.5,8623.5,0.001,2017,Low confidence,11.855 ± 14.355,1.0738881687061945
31095,6.124869952167635,6.693284358497519,6,16,"6,018",111.0,17944.5,0.006,2017,Low confidence,6.125 ± 6.693,0.7870968718683125
31097,4.301972280593166,4.442326559544297,6,9,"4,349",960.0,12088.5,0.079,2017,Low confidence,4.302 ± 4.442,0.6336676077194554
31099,11.498829350995669,13.1736195379613,5,9,"5,316",46.5,15901.5,0.003,2017,Low confidence,11.499 ± 13.174,1.0606536288508863
31101,8.895445513013273,,6,51,"6,761",172.5,20110.5,0.009,2017,Low confidence,8.895 ± nan,0.9491677038531139
31111,4.425918489067692,1.8872772686601809,5,195,"28,664",1248.0,113410.0,0.011,2017,S>2,4.426 ± 1.887,0.646003411382001
31119,5.740796815103235,2.143709074953705,5,152,"27,556",3704.0,216748.0,0.017,2017,S>2,5.741 ± 2.144,0.7589721760888289
31121,3.434938643188291,3.604300355916776,4,32,"6,458",190.0,32102.5,0.006,2017,Low confidence,3.435 ± 3.604,0.5359189838518306
31127,19.89806984039977,,6,34,"5,768",308.0,22764.0,0.014,2017,Low confidence,19.898 ± nan,1.2988109508660513
31131,5.8613355949589625,4.083186644228439,6,60,"12,971",540.0,64317.5,0.008,2017,S>1,5.861 ± 4.083,0.7679965879344813
31135,4.221554514192242,4.729526681550072,6,11,"2,362",54.0,7032.0,0.008,2017,Low confidence,4.222 ± 4.73,0.625472401819594
31137,21.03513452942168,,6,24,"7,429",168.0,44409.0,0.004,2017,Low confidence,21.035 ± nan,1.322945293876127
31141,1.9565260870744456,1.6280052529584454,5,167,"26,312",902.0,104346.0,0.009,2017,Low confidence,1.957 ± 1.628,0.291485642881703
31145,2.872432134617814,3.009194089636013,6,34,"8,913",364.0,35288.0,0.01,2017,Low confidence,2.872 ± 3.009,0.45824977664346617
31147,19.298556149002856,23.42023031748516,6,5,"6,435",102.0,25638.0,0.004,2017,Low confidence,19.299 ± 23.42,1.285524817817242
31151,2.835089425034485,2.4070354365554185,6,56,"11,189",945.0,55002.5,0.017,2017,Low confidence,2.835 ± 2.407,0.45256676206014756
31153,3.496447166474222,0.4539939869795608,3,1088,"137,948",37644.0,790047.0,0.048,2017,S>2,3.496 ± 0.454,0.5436269701618255
31155,10.96003657263777,8.980328356801776,3,37,"17,215",644.0,119864.5,0.005,2017,S>1,10.96 ± 8.98,1.0398120033516598
31157,2.8913627644870696,1.3309402927119538,5,257,"28,489",2947.5,253458.0,0.012,2017,S>1,2.891 ± 1.331,0.46110258379492897
31159,24.33145563540904,,3,129,"14,133",324.0,56208.0,0.006,2017,Low confidence,24.331 ± nan,1.3861680914838572
31163,24.05333817481942,32.97892259670429,6,1,"2,600",28.0,10374.0,0.003,2017,Low confidence,24.053 ± 32.979,1.38117535722957
31173,13.661894066120505,17.982649461763017,6,2,"2,350",152.0,18652.0,0.008,2017,Low confidence,13.662 ± 17.983,1.135510913506642
31175,14.428976287253343,17.877285970396926,6,4,"3,500",40.5,10461.0,0.004,2017,Low confidence,14.429 ± 17.877,1.1592355196889117
31177,13.214270411302584,,3,120,"16,743",440.0,66534.0,0.007,2017,Low confidence,13.214 ± nan,1.1210431897838584
31179,7.608676505939319,8.821384632786089,6,8,"7,704",470.0,30346.0,0.015,2017,Low confidence,7.609 ± 8.821,0.8813091198250822
31185,6.901261014635155,5.545342293144104,6,29,"11,238",792.0,44160.0,0.018,2017,S>1,6.901 ± 5.545,0.8389284532967476
33001,2.634433612879178,1.808025528764351,5,283,"51,985",5056.0,826712.0,0.006,2017,Low confidence,2.634 ± 1.808,0.42068725892569314
33003,6.390598964040957,3.1296969432669126,6,194,"42,124",5328.0,1005660.0,0.005,2017,S>2,6.391 ± 3.13,0.8055415646665643
33005,10.987564164297725,2.469909129701469,5,277,"64,559",14543.5,1857682.0,0.008,2017,S>5,10.988 ± 2.47,1.0409014242473866
33007,2.486733534503568,1.663536264675782,5,200,"27,372",9262.5,1058265.0,0.009,2017,Low confidence,2.487 ± 1.664,0.3956292510139185
33009,4.05674631624841,1.1484663105863795,5,495,"75,376",45067.5,3346875.0,0.013,2017,S>2,4.057 ± 1.148,0.6081778504703665
33011,2.51684452282965,0.5557549617443418,3,984,"333,981",361912.0,12329385.0,0.029,2017,S>1,2.517 ± 0.556,0.4008563879906739
33013,8.222801490944711,1.7692899092873438,5,447,"125,777",117150.0,7429500.0,0.016,2017,S>5,8.223 ± 1.769,0.9150198059556295
33015,4.134855138571944,0.9580871319504112,2,1152,"257,945",118125.0,11489422.5,0.01,2017,S>2,4.135 ± 0.958,0.6164602989862975
33017,6.634104149856297,2.885521516929753,2,195,"107,013",26039.5,2007217.0,0.013,2017,S>2,6.634 ± 2.886,0.8217822852951351
33019,6.246466311886156,4.294232725100971,5,103,"36,612",4769.0,690859.0,0.007,2017,S>1,6.246 ± 4.294,0.7956344021035404
38003,7.594667045578909,5.337886691723096,6,31,"8,912",469.5,26266.5,0.018,2017,S>2,7.595 ± 5.338,0.88050873890487
38009,20.441405015400505,22.223520825866945,6,6,"5,260",280.0,36543.5,0.008,2017,Low confidence,20.441 ± 22.224,1.3105107431977336
38013,7.984138839102065,,6,15,"1,687",66.0,10059.0,0.007,2017,Low confidence,7.984 ± nan,0.9022280804501104
38015,4.62997505771336,,4,1599,"74,769",25102.0,1021671.0,0.025,2017,Low confidence,4.63 ± nan,0.6655786514225684
38017,4.877325942251618,0.6055414488317797,4,901,"139,772",66339.0,1191609.0,0.056,2017,S>2,4.877 ± 0.606,0.6881817796209432
38019,20.879996369141537,27.498195314196767,6,2,"3,136",18.0,6254.0,0.003,2017,Low confidence,20.88 ± 27.498,1.3197304188100172
38021,21.16304947212605,27.87986852499577,6,2,"3,958",75.0,11800.5,0.006,2017,Low confidence,21.163 ± 27.88,1.3255782471767377
38025,5.629429087189128,4.283665397731858,6,19,"3,110",227.5,15322.5,0.015,2017,S>1,5.629 ± 4.284,0.7504643527810597
38027,6.979867146376889,8.432097697741487,6,5,"1,827",27.0,5455.5,0.005,2017,Low confidence,6.98 ± 8.432,0.8438471564133447
38029,15.21685436065286,19.36589294577854,6,3,"2,797",37.5,13950.0,0.003,2017,Low confidence,15.217 ± 19.366,1.1823248840373868
38031,25.34266639406384,,6,6,"2,702",13.0,5391.0,0.002,2017,Low confidence,25.343 ± nan,1.4038523066526973
38035,4.23490082013338,0.9484419017162602,4,344,"55,225",26301.0,581179.5,0.045,2017,S>2,4.235 ± 0.948,0.6268432437639713
38037,18.7556882046585,25.70875314950831,6,1,"1,950",20.0,7780.0,0.003,2017,Low confidence,18.756 ± 25.709,1.273133004397275
38039,17.085863332442116,23.41944112182561,6,1,"1,919",30.0,5728.5,0.005,2017,Low confidence,17.086 ± 23.419,1.2326369281767955
38041,6.32095453924662,7.4985527586623535,6,6,"1,985",48.0,7894.0,0.006,2017,Low confidence,6.321 ± 7.499,0.8007826668622772
38045,21.17133429108029,27.885760382526865,6,2,"3,448",72.5,17170.0,0.004,2017,Low confidence,21.171 ± 27.886,1.3257482296298402
38047,5.115035321775351,5.962929382214553,6,7,"1,587",12.0,4749.0,0.003,2017,Low confidence,5.115 ± 5.963,0.7088486370704977
38049,10.213760566510956,11.697212045931996,5,9,"4,781",115.5,33355.0,0.003,2017,Low confidence,10.214 ± 11.697,1.0091856728007156
38053,6.707795148635194,,6,91,"8,614",468.0,25374.0,0.018,2017,Low confidence,6.708 ± nan,0.8265797910873265
38055,16.038740860356004,,6,41,"7,506",292.5,67266.0,0.004,2017,Low confidence,16.039 ± nan,1.2051702705027696
38057,8.425627884942525,5.636512580405009,6,30,"6,811",262.5,47418.0,0.006,2017,S>2,8.426 ± 5.637,0.9256022747427975
38059,10.113255169849152,1.940711662420724,4,145,"24,446",1935.5,169186.5,0.011,2017,S>5,10.113 ± 1.941,1.0048909651620597
38061,13.38992358569214,,6,32,"5,913",654.5,40736.5,0.016,2017,Low confidence,13.39 ± nan,1.126778098564889
38065,10.692687563828976,14.059061786783422,4,2,"1,541",22.5,4600.5,0.005,2017,Low confidence,10.693 ± 14.059,1.0290868770931212
38067,10.292001469094709,11.793281216311495,6,9,"5,671",177.0,33852.0,0.005,2017,Low confidence,10.292 ± 11.793,1.0124998395301161
38069,14.755117592512525,18.78530407364008,6,3,"3,266",61.5,9738.0,0.006,2017,Low confidence,14.755 ± 18.785,1.168942675006822
38071,7.648775918418075,3.8209868449188114,6,47,"8,548",500.0,42240.0,0.012,2017,S>2,7.649 ± 3.821,0.8835919378447612
38073,11.25130962786984,13.396106778429216,6,6,"4,359",135.0,21660.0,0.006,2017,Low confidence,11.251 ± 13.396,1.0512030763188907
38075,18.45730214492709,25.30055152893612,5,1,"2,014",32.0,8024.0,0.004,2017,Low confidence,18.457 ± 25.301,1.2661682216521657
38077,8.964088211816515,,5,101,"13,219",896.0,91637.0,0.01,2017,Low confidence,8.964 ± nan,0.9525061215931279
38079,16.540835587561354,22.67730877410377,6,1,"2,432",180.0,14412.0,0.012,2017,Low confidence,16.541 ± 22.677,1.2185574448719614
38081,11.16158999303224,11.77690254066151,6,7,"3,192",150.0,12618.0,0.012,2017,Low confidence,11.162 ± 11.777,1.0477260652121707
38083,8.498888119235849,11.162224339862822,6,2,"1,142",12.0,3415.5,0.004,2017,Low confidence,8.499 ± 11.162,0.9293621121535813
38085,3.2862923123296266,4.293306552981308,4,2,530,57.0,1534.5,0.037,2017,Low confidence,3.286 ± 4.293,0.5167061908657995
38089,5.735502013271367,2.3253774237361404,5,105,"23,459",4197.0,136560.0,0.031,2017,S>2,5.736 ± 2.325,0.7585714365445041
38091,9.294265026789958,11.803525155167858,6,3,"1,563",9.0,4681.5,0.002,2017,Low confidence,9.294 ± 11.804,0.9682150522650125
38093,6.972283043249984,1.93911853663299,5,126,"17,466",1939.0,120326.5,0.016,2017,S>5,6.972 ± 1.939,0.8433750091933331
38097,11.709441567928511,9.3489393941669,6,18,"6,506",412.0,51640.0,0.008,2017,S>2,11.709 ± 9.349,1.068536183735886
38099,12.311516328827263,11.871527899764668,6,17,"8,724",184.0,34714.0,0.005,2017,Low confidence,12.312 ± 11.872,1.0903115454323036
38101,5.991921888328773,1.4727476321855957,5,236,"52,915",17759.0,352646.0,0.05,2017,S>2,5.992 ± 1.473,0.7775661431945975
38103,13.663212216220716,16.926525587861452,6,4,"3,359",87.0,20070.0,0.004,2017,Low confidence,13.663 ± 16.927,1.1355528138242013
38105,2.948832546164135,0.7519633064562203,5,262,"24,474",8204.0,163114.0,0.05,2017,S>2,2.949 ± 0.752,0.4696501111948199
39003,0.8059033221711882,0.8974966369635142,4,13,"84,071",222211.5,1543290.0,0.144,2017,Low confidence,0.806 ± 0.897,-0.09371705393421106
39005,10.566718428444132,3.9046866577999033,5,152,"44,615",3778.5,486986.5,0.008,2017,S>5,10.567 ± 3.905,1.0239401349238872
39007,2.923257326856421,2.1516710234911907,5,54,"81,102",45122.0,1090313.0,0.041,2017,Low confidence,2.923 ± 2.152,0.46586704687124547
39009,3.754706205954884,2.4322275468342074,5,71,"56,407",31104.0,984231.0,0.032,2017,S>1,3.755 ± 2.432,0.5745759604815022
39011,13.627946475241025,8.836085929815582,5,59,"37,552",2982.0,447642.0,0.007,2017,S>2,13.628 ± 8.836,1.1344304191757695
39013,5.5856150108089615,2.945866932271407,4,66,"58,142",44251.0,944163.0,0.047,2017,S>2,5.586 ± 2.946,0.747070998596776
39015,4.297733256121993,3.017146892536515,2,118,"36,204",4592.0,502271.0,0.009,2017,S>1,4.298 ± 3.017,0.6332394569931942
39017,3.802755533642888,0.6094122134202253,2,658,"301,823",534110.0,5502360.0,0.097,2017,S>2,3.803 ± 0.609,0.5800984069781088
39021,9.632838438980151,2.5481355951546543,5,154,"32,153",6925.0,314610.0,0.022,2017,S>5,9.633 ± 2.548,0.9837542764028671
39023,3.0633239410453883,2.203934773221047,4,32,"110,155",176049.0,1806750.0,0.097,2017,Low confidence,3.063 ± 2.204,0.48619292510222245
39025,4.6430346743235855,0.7753010334573099,2,1073,"167,524",60386.5,3792677.0,0.016,2017,S>2,4.643 ± 0.775,0.6668019270026304
39027,5.267828439149202,2.0112070061793954,5,157,"34,494",8387.5,371052.0,0.023,2017,S>2,5.268 ± 2.011,0.7216316225645993
39029,4.281104889936775,2.2313078916881817,5,119,"87,281",56050.0,2125975.0,0.026,2017,S>2,4.281 ± 2.231,0.6315558684703063
39031,18.868063456803185,20.77295501211852,5,9,"30,149",2541.0,208505.5,0.012,2017,Low confidence,18.868 ± 20.773,1.275727328189157
39033,5.0796462278650605,2.839300438305606,5,135,"34,881",2916.0,276132.0,0.011,2017,S>2,5.08 ± 2.839,0.7058334668831107
39035,2.702547997643717,0.1875201417438757,1,3073,"1,012,868",27829232.0,62316020.0,0.447,2017,S>2,2.703 ± 0.188,0.43177341582671835
39037,85.28187574849086,117.01349113559328,5,1,"42,533",3792.0,676744.0,0.006,2017,Low confidence,85.282 ± 117.013,1.9308567439604076
39039,6.0819753445814,2.4134175717736364,5,135,"31,594",4382.0,216779.5,0.02,2017,S>2,6.082 ± 2.413,0.7840446552467929
39041,6.891082588395881,1.926603543251132,2,232,"151,628",138713.0,3348731.0,0.041,2017,S>2,6.891 ± 1.927,0.8382874548877934
39043,6.43715690435902,0.6927686575825511,5,673,"62,393",80520.0,855382.5,0.094,2017,S>5,6.437 ± 0.693,0.8086940950955407
39045,2.881056832175437,0.9779442763761887,2,177,"125,406",193895.0,2188819.0,0.089,2017,S>1,2.881 ± 0.978,0.4595518253254479
39047,5.849241630518532,3.6576851088468496,5,56,"23,329",2802.5,113842.5,0.025,2017,S>2,5.849 ± 3.658,0.7670995623161915
39049,2.4750220401803342,0.143342653113749,1,4184,"989,076",15629724.0,49649325.0,0.315,2017,S>2,2.475 ± 0.143,0.3935790706983067
39051,4.9062898248305205,4.17449881823986,3,81,"34,829",2510.0,345780.0,0.007,2017,Low confidence,4.906 ± 4.174,0.6907531993140803
39053,7.270471693690574,5.345981798074987,5,35,"24,683",5935.0,240900.0,0.025,2017,S>1,7.27 ± 5.346,0.8615625879321551
39055,11.472158247317504,4.1789661490578975,2,156,"78,719",17365.5,1320866.0,0.013,2017,S>5,11.472 ± 4.179,1.0596451290370061
39057,4.310610418613965,0.8146050419621509,3,445,"134,634",186372.0,2237040.0,0.083,2017,S>2,4.311 ± 0.815,0.6345387742592272
39061,3.612845649113451,0.373616689096838,1,1416,"648,659",13072342.0,36225742.0,0.361,2017,S>2,3.613 ± 0.374,0.5578494076875298
39063,9.296536031566609,1.839891805883029,5,303,"62,038",6903.0,365325.0,0.019,2017,S>5,9.297 ± 1.84,0.9683211568749951
39065,3.694361281058134,3.8598802209174217,6,38,"25,811",1704.5,178972.5,0.01,2017,Low confidence,3.694 ± 3.86,0.5675393639514806
39067,21.93644597796949,30.09514314905364,6,1,"12,865",2845.0,125810.0,0.023,2017,Low confidence,21.936 ± 30.095,1.3411662669404378
39069,9.509840286454692,8.221622543214943,6,37,"22,532",1848.0,246009.5,0.008,2017,S>1,9.51 ± 8.222,0.9781732232156614
39071,4.04605905097196,2.981120512619536,6,78,"35,306",4392.0,278056.0,0.016,2017,S>1,4.046 ± 2.981,0.6070322168737696
39073,6.646158401697142,3.290834102910208,2,121,"23,800",1440.0,212764.5,0.007,2017,S>2,6.646 ± 3.291,0.8225706878549996
39075,94.4820807641341,129.63539270068267,6,1,"34,172",936.0,204096.0,0.005,2017,Low confidence,94.482 ± 129.635,1.9753494491104422
39077,11.700063107696822,4.099396845772326,5,133,"47,839",7029.0,519200.0,0.014,2017,S>5,11.7 ± 4.099,1.0681882042462112
39079,4.297052416212214,2.522841730461264,5,154,"26,550",1572.0,210832.0,0.007,2017,S>1,4.297 ± 2.523,0.6331706513178074
39081,7.887470396000888,8.495629585418893,4,8,"56,337",77415.0,1387360.0,0.056,2017,Low confidence,7.887 ± 8.496,0.8969377422201674
39083,5.110229714204894,2.769752113918642,5,168,"50,832",4885.0,503435.0,0.01,2017,S>2,5.11 ± 2.77,0.7084404229075675
39085,17.010169880232137,2.1933909928534554,2,637,"193,190",211510.0,4811443.0,0.044,2017,S>5,17.01 ± 2.193,1.230708650924679
39087,6.798841684208054,7.096446594732034,3,16,"50,212",11797.5,540534.5,0.022,2017,Low confidence,6.799 ± 7.096,0.8324349284405699
39089,2.764613562840917,1.5287729315263756,2,108,"141,144",109012.5,2572733.0,0.042,2017,S>1,2.765 ± 1.529,0.4416344342827802
39091,5.980795111169562,5.49592626953696,5,29,"37,029",10327.5,545107.5,0.019,2017,Low confidence,5.981 ± 5.496,0.7767589246972416
39093,6.1124101752185895,1.3887250698314209,2,289,"251,205",443600.0,4580500.0,0.097,2017,S>2,6.112 ± 1.389,0.7862124900141239
39095,4.705239113748778,0.5870389311462425,3,933,"345,468",1999883.5,8018703.0,0.249,2017,S>2,4.705 ± 0.587,0.6725816985694282
39097,2.940936772737435,1.6382703352309644,2,63,"36,854",40680.0,512137.5,0.079,2017,S>1,2.941 ± 1.638,0.4684856877010819
39099,4.1225255260586735,0.5796225394954684,3,695,"192,925",891165.0,4896600.0,0.182,2017,S>2,4.123 ± 0.58,0.6151633534110635
39101,3.207131942047565,0.9146161577814051,5,227,"54,403",42707.5,555731.0,0.077,2017,S>2,3.207 ± 0.915,0.506116827257555
39103,11.142112148384468,2.011345566005989,2,489,"148,000",36639.0,2627361.0,0.014,2017,S>5,11.142 ± 2.011,1.0469675254373185
39105,6.958092856178377,6.843138889697357,6,29,"19,470",1496.0,154268.0,0.01,2017,Low confidence,6.958 ± 6.843,0.8424902201368929
39107,8.056392628769032,8.458486537785047,5,34,"32,901",1385.0,327630.0,0.004,2017,Low confidence,8.056 ± 8.458,0.9061406234284679
